example_id,view_id,label,domain,source_name,source_group,action_id,frames_dir,frame_count,fps,center_frame,auxiliary_label,fold
hb_43_ Harry Kane goal disallowed for handball during Spurs v. Sheffield Utd _ Premier LSports_a6b993fbaf_2ef8569fc2_f00000434,primary,1,native,hb_43_ Harry Kane goal disallowed for handball during Spurs v. Sheffield Utd _ Premier LSports_a6b993fbaf.mp4,native::hb_43_ Harry Kane goal disallowed for handball during Spurs v. Sheffield Utd _ Premier LSports_a6b993fbaf.mp4,,dataset/handball/hb_43_ Harry Kane goal disallowed for handball during Spurs v. Sheffield Utd _ Premier LSports_a6b993fbaf_2ef8569fc2_f00000434/frames,41,29.97002997002997,434,,4
hb_45_ Manuel Lanzini scores from the spot after Crystal Palace handball _ Premier League _ NBC Sports_567e16be12_43a2803912_f00000828,primary,1,native,hb_45_ Manuel Lanzini scores from the spot after Crystal Palace handball _ Premier League _ NBC Sports_567e16be12.mp4,native::hb_45_ Manuel Lanzini scores from the spot after Crystal Palace handball _ Premier League _ NBC Sports_567e16be12.mp4,,dataset/handball/hb_45_ Manuel Lanzini scores from the spot after Crystal Palace handball _ Premier League _ NBC Sports_567e16be12_43a2803912_f00000828/frames,41,29.97002997002997,828,,2
hb_46_ Why Reece James' handball was a clear red card _ Premier League _ NBC Sports_cca4a58503_24eb2411b1_f00000157,primary,1,native,hb_46_ Why Reece James' handball was a clear red card _ Premier League _ NBC Sports_cca4a58503.mp4,native::hb_46_ Why Reece James' handball was a clear red card _ Premier League _ NBC Sports_cca4a58503.mp4,,dataset/handball/hb_46_ Why Reece James' handball was a clear red card _ Premier League _ NBC Sports_cca4a58503_24eb2411b1_f00000157/frames,41,25.0,157,,3
hb_46_ Why Reece James' handball was a clear red card _ Premier League _ NBC Sports_cca4a58503_24eb2411b1_f00000417,primary,1,native,hb_46_ Why Reece James' handball was a clear red card _ Premier League _ NBC Sports_cca4a58503.mp4,native::hb_46_ Why Reece James' handball was a clear red card _ Premier League _ NBC Sports_cca4a58503.mp4,,dataset/handball/hb_46_ Why Reece James' handball was a clear red card _ Premier League _ NBC Sports_cca4a58503_24eb2411b1_f00000417/frames,41,25.0,417,,3
hb_47_ James Milner's penalty brings Brighton level against Manchester City _ Premier League _ NBC Sports_d456526330_bc93a72695_f00000116_manual,primary,1,native,hb_47_ James Milner's penalty brings Brighton level against Manchester City _ Premier League _ NBC Sports_d456526330.mp4,native::hb_47_ James Milner's penalty brings Brighton level against Manchester City _ Premier League _ NBC Sports_d456526330.mp4,,dataset/handball/hb_47_ James Milner's penalty brings Brighton level against Manchester City _ Premier League _ NBC Sports_d456526330_bc93a72695_f00000116_manual/frames,41,29.97002997002997,116,,4
hb_48_ Lukas Nmecha's penalty kick gives Leeds United late lead over Everton _ Premier League _ NBC Sports_9e66b41461_824a9d41ee_f00000152_manual,primary,1,native,hb_48_ Lukas Nmecha's penalty kick gives Leeds United late lead over Everton _ Premier League _ NBC Sports_9e66b41461.mp4,native::hb_48_ Lukas Nmecha's penalty kick gives Leeds United late lead over Everton _ Premier League _ NBC Sports_9e66b41461.mp4,,dataset/handball/hb_48_ Lukas Nmecha's penalty kick gives Leeds United late lead over Everton _ Premier League _ NBC Sports_9e66b41461_824a9d41ee_f00000152_manual/frames,41,29.97002997002997,152,,1
hb_49_ Alexander Isak's penalty brings Newcastle level at 1-1 with Brighton _ Premier League _ NBC Sports_12ee286182_62ab40447e_f00000104,primary,1,native,hb_49_ Alexander Isak's penalty brings Newcastle level at 1-1 with Brighton _ Premier League _ NBC Sports_12ee286182.mp4,native::hb_49_ Alexander Isak's penalty brings Newcastle level at 1-1 with Brighton _ Premier League _ NBC Sports_12ee286182.mp4,,dataset/handball/hb_49_ Alexander Isak's penalty brings Newcastle level at 1-1 with Brighton _ Premier League _ NBC Sports_12ee286182_62ab40447e_f00000104/frames,41,29.97002997002997,104,,4
hb_4_ Netherlands v Argentina _ 2022 FIFA World Cup_d066168109_7930261d50_f00000037,primary,1,native,hb_4_ Netherlands v Argentina _ 2022 FIFA World Cup_d066168109.mp4,native::hb_4_ Netherlands v Argentina _ 2022 FIFA World Cup_d066168109.mp4,,dataset/handball/hb_4_ Netherlands v Argentina _ 2022 FIFA World Cup_d066168109_7930261d50_f00000037/frames,41,30.0,37,,4
hb_50_ Viktor Gyokeres' penalty brings Arsenal level with Bournemouth _ Premier League _ NBC Sports_b014995853_3cab58e2cc_f00000133,primary,1,native,hb_50_ Viktor Gyokeres' penalty brings Arsenal level with Bournemouth _ Premier League _ NBC Sports_b014995853.mp4,native::hb_50_ Viktor Gyokeres' penalty brings Arsenal level with Bournemouth _ Premier League _ NBC Sports_b014995853.mp4,,dataset/handball/hb_50_ Viktor Gyokeres' penalty brings Arsenal level with Bournemouth _ Premier League _ NBC Sports_b014995853_3cab58e2cc_f00000133/frames,41,29.97002997002997,133,,0
hb_51_ Anthony Gordon's penalty doubles Newcastle's lead over Burnley _ Premier League _ NBC Sports_fd41cb7d83_bcc012d8a4_f00000671,primary,1,native,hb_51_ Anthony Gordon's penalty doubles Newcastle's lead over Burnley _ Premier League _ NBC Sports_fd41cb7d83.mp4,native::hb_51_ Anthony Gordon's penalty doubles Newcastle's lead over Burnley _ Premier League _ NBC Sports_fd41cb7d83.mp4,,dataset/handball/hb_51_ Anthony Gordon's penalty doubles Newcastle's lead over Burnley _ Premier League _ NBC Sports_fd41cb7d83_bcc012d8a4_f00000671/frames,41,29.97002997002997,671,,1
hb_51_ Anthony Gordon's penalty doubles Newcastle's lead over Burnley _ Premier League _ NBC Sports_fd41cb7d83_bcc012d8a4_f00000933,primary,1,native,hb_51_ Anthony Gordon's penalty doubles Newcastle's lead over Burnley _ Premier League _ NBC Sports_fd41cb7d83.mp4,native::hb_51_ Anthony Gordon's penalty doubles Newcastle's lead over Burnley _ Premier League _ NBC Sports_fd41cb7d83.mp4,,dataset/handball/hb_51_ Anthony Gordon's penalty doubles Newcastle's lead over Burnley _ Premier League _ NBC Sports_fd41cb7d83_bcc012d8a4_f00000933/frames,41,29.97002997002997,933,,1
hb_52_ Marcus Tavernier's penalty gives Bournemouth life against West Ham _ Premier League _ NBC Sports_3caa2cc72c_3cdffaecad_f00000234_manual,primary,1,native,hb_52_ Marcus Tavernier's penalty gives Bournemouth life against West Ham _ Premier League _ NBC Sports_3caa2cc72c.mp4,native::hb_52_ Marcus Tavernier's penalty gives Bournemouth life against West Ham _ Premier League _ NBC Sports_3caa2cc72c.mp4,,dataset/handball/hb_52_ Marcus Tavernier's penalty gives Bournemouth life against West Ham _ Premier League _ NBC Sports_3caa2cc72c_3cdffaecad_f00000234_manual/frames,41,29.97002997002997,234,,4
hb_53_ Víctor Camarasa hits top corner with penalty kick _ Premier League _ NBC Sports_7739e4b710_1436e3bdbd_f00000716,primary,1,native,hb_53_ Víctor Camarasa hits top corner with penalty kick _ Premier League _ NBC Sports_7739e4b710.mp4,native::hb_53_ Víctor Camarasa hits top corner with penalty kick _ Premier League _ NBC Sports_7739e4b710.mp4,,dataset/handball/hb_53_ Víctor Camarasa hits top corner with penalty kick _ Premier League _ NBC Sports_7739e4b710_1436e3bdbd_f00000716/frames,41,29.97002997002997,716,,2
"hb_54_ NYCFC See's Another Red Card, Was it a handball in New York__268a50ada3_5e6999646c_f00000204_manual",primary,1,native,"hb_54_ NYCFC See's Another Red Card, Was it a handball in New York__268a50ada3.mp4","native::hb_54_ NYCFC See's Another Red Card, Was it a handball in New York__268a50ada3.mp4",,"dataset/handball/hb_54_ NYCFC See's Another Red Card, Was it a handball in New York__268a50ada3_5e6999646c_f00000204_manual/frames",41,29.97002997002997,204,,4
"hb_55_ INSTANT REPLAY_ Handballs galore, RBNY's penalty shout in Seattle and a kick out at RFK_d7d51b168d_e55403773f_f00000558_manual",primary,1,native,"hb_55_ INSTANT REPLAY_ Handballs galore, RBNY's penalty shout in Seattle and a kick out at RFK_d7d51b168d.mp4","native::hb_55_ INSTANT REPLAY_ Handballs galore, RBNY's penalty shout in Seattle and a kick out at RFK_d7d51b168d.mp4",,"dataset/handball/hb_55_ INSTANT REPLAY_ Handballs galore, RBNY's penalty shout in Seattle and a kick out at RFK_d7d51b168d_e55403773f_f00000558_manual/frames",41,29.97002997002997,558,,4
hb_57_ LA Galaxy v Real Salt Lake (5_03) - Handball_7322ed6d8d_7b3f6270f1_f00000358_manual,primary,1,native,hb_57_ LA Galaxy v Real Salt Lake (5_03) - Handball_7322ed6d8d.mp4,native::hb_57_ LA Galaxy v Real Salt Lake (5_03) - Handball_7322ed6d8d.mp4,,dataset/handball/hb_57_ LA Galaxy v Real Salt Lake (5_03) - Handball_7322ed6d8d_7b3f6270f1_f00000358_manual/frames,41,29.97002997002997,358,,2
hb_58_ New York City v Houston Dynamo (44_04) - Handball_d5aff45f5a_039d53e2c1_f00000640_manual,primary,1,native,hb_58_ New York City v Houston Dynamo (44_04) - Handball_d5aff45f5a.mp4,native::hb_58_ New York City v Houston Dynamo (44_04) - Handball_d5aff45f5a.mp4,,dataset/handball/hb_58_ New York City v Houston Dynamo (44_04) - Handball_d5aff45f5a_039d53e2c1_f00000640_manual/frames,41,29.97002997002997,640,,0
hb_59_ Montreal Impact v Columbus Crew (83.13) - handba_b0b7393e39_31d551e71b_f00001145,primary,1,native,hb_59_ Montreal Impact v Columbus Crew (83.13) - handba_b0b7393e39.mp4,native::hb_59_ Montreal Impact v Columbus Crew (83.13) - handba_b0b7393e39.mp4,,dataset/handball/hb_59_ Montreal Impact v Columbus Crew (83.13) - handba_b0b7393e39_31d551e71b_f00001145/frames,41,30.0,1145,,4
hb_59_ New York City v Houston Dynamo (44_04) - Handball_7e81b69bde_a11543279c_f00000641_manual,primary,1,native,hb_59_ New York City v Houston Dynamo (44_04) - Handball_7e81b69bde.mp4,native::hb_59_ New York City v Houston Dynamo (44_04) - Handball_7e81b69bde.mp4,,dataset/handball/hb_59_ New York City v Houston Dynamo (44_04) - Handball_7e81b69bde_a11543279c_f00000641_manual/frames,41,29.97002997002997,641,,4
hb_60_ Toronto FC v Minnesota United (60.49) - handball_11e3bf7d3b_0115fc9129_f00001354_manual,primary,1,native,hb_60_ Toronto FC v Minnesota United (60.49) - handball_11e3bf7d3b.mp4,native::hb_60_ Toronto FC v Minnesota United (60.49) - handball_11e3bf7d3b.mp4,,dataset/handball/hb_60_ Toronto FC v Minnesota United (60.49) - handball_11e3bf7d3b_0115fc9129_f00001354_manual/frames,41,30.0,1354,,3
hb_61_ Montreal Impact v New England Revolution 48 48 Handball_f62e302249_87ffa2b07d_f00000879_manual,primary,1,native,hb_61_ Montreal Impact v New England Revolution 48 48 Handball_f62e302249.mp4,native::hb_61_ Montreal Impact v New England Revolution 48 48 Handball_f62e302249.mp4,,dataset/handball/hb_61_ Montreal Impact v New England Revolution 48 48 Handball_f62e302249_87ffa2b07d_f00000879_manual/frames,41,30.0,879,,3
hb_63_ Orlando City v Columbus Crew (28.16)_7a59cc3d5a_ed0f495cd9_f00000320_manual,primary,1,native,hb_63_ Orlando City v Columbus Crew (28.16)_7a59cc3d5a.mp4,native::hb_63_ Orlando City v Columbus Crew (28.16)_7a59cc3d5a.mp4,,dataset/handball/hb_63_ Orlando City v Columbus Crew (28.16)_7a59cc3d5a_ed0f495cd9_f00000320_manual/frames,41,9.983,320,,3
hb_64_ Toronto FC v San Jose Earthquakes (22_38) - Handball_b707c94711_5878f0f44f_f00000885_manual,primary,1,native,hb_64_ Toronto FC v San Jose Earthquakes (22_38) - Handball_b707c94711.mp4,native::hb_64_ Toronto FC v San Jose Earthquakes (22_38) - Handball_b707c94711.mp4,,dataset/handball/hb_64_ Toronto FC v San Jose Earthquakes (22_38) - Handball_b707c94711_5878f0f44f_f00000885_manual/frames,41,29.97002997002997,885,,3
hb_65_ D.C. United v Philadelphia Union (83_25)_912facb90f_2dce3d115f_f00000688_manual,primary,1,native,hb_65_ D.C. United v Philadelphia Union (83_25)_912facb90f.mp4,native::hb_65_ D.C. United v Philadelphia Union (83_25)_912facb90f.mp4,,dataset/handball/hb_65_ D.C. United v Philadelphia Union (83_25)_912facb90f_2dce3d115f_f00000688_manual/frames,41,29.97002997002997,688,,1
hb_66_ Philadelphia Union v Colorado Rapids (48.16)_ea1a7302b3_fc98e2098b_f00000636,primary,1,native,hb_66_ Philadelphia Union v Colorado Rapids (48.16)_ea1a7302b3.mp4,native::hb_66_ Philadelphia Union v Colorado Rapids (48.16)_ea1a7302b3.mp4,,dataset/handball/hb_66_ Philadelphia Union v Colorado Rapids (48.16)_ea1a7302b3_fc98e2098b_f00000636/frames,41,30.0,636,,4
hb_67_ Arsenal v. Aston Villa _ PREMIER LEAGUE HIGHLIGHTS _ 1_18_2025_fc69045520_f5f57dfc6f_f00000000,primary,1,native,hb_67_ Arsenal v. Aston Villa _ PREMIER LEAGUE HIGHLIGHTS _ 1_18_2025_fc69045520.mp4,native::hb_67_ Arsenal v. Aston Villa _ PREMIER LEAGUE HIGHLIGHTS _ 1_18_2025_fc69045520.mp4,,dataset/handball/hb_67_ Arsenal v. Aston Villa _ PREMIER LEAGUE HIGHLIGHTS _ 1_18_2025_fc69045520_f5f57dfc6f_f00000000/frames,21,29.97002997002997,0,,1
hb_67_ Arsenal v. Aston Villa _ PREMIER LEAGUE HIGHLIGHTS _ 1_18_2025_fc69045520_f5f57dfc6f_f00000695_manual,primary,1,native,hb_67_ Arsenal v. Aston Villa _ PREMIER LEAGUE HIGHLIGHTS _ 1_18_2025_fc69045520.mp4,native::hb_67_ Arsenal v. Aston Villa _ PREMIER LEAGUE HIGHLIGHTS _ 1_18_2025_fc69045520.mp4,,dataset/handball/hb_67_ Arsenal v. Aston Villa _ PREMIER LEAGUE HIGHLIGHTS _ 1_18_2025_fc69045520_f5f57dfc6f_f00000695_manual/frames,41,29.97002997002997,695,,1
hb_68_ Barcelona 3-1 Juventus _ UCL Final 2015_ Extended Highlights_0f92600c97_8d1f8950dd_f00000923,primary,1,native,hb_68_ Barcelona 3-1 Juventus _ UCL Final 2015_ Extended Highlights_0f92600c97.mp4,native::hb_68_ Barcelona 3-1 Juventus _ UCL Final 2015_ Extended Highlights_0f92600c97.mp4,,dataset/handball/hb_68_ Barcelona 3-1 Juventus _ UCL Final 2015_ Extended Highlights_0f92600c97_8d1f8950dd_f00000923/frames,41,60.0,923,,2
hb_69_ EXPLAINED_ Why Bayern were NOT awarded a pen for Gabriel's handball _ CBS Sports Golazo Network_20ea6ef111_92a608ba8a_f00000106_manual,primary,1,native,hb_69_ EXPLAINED_ Why Bayern were NOT awarded a pen for Gabriel's handball _ CBS Sports Golazo Network_20ea6ef111.mp4,native::hb_69_ EXPLAINED_ Why Bayern were NOT awarded a pen for Gabriel's handball _ CBS Sports Golazo Network_20ea6ef111.mp4,,dataset/handball/hb_69_ EXPLAINED_ Why Bayern were NOT awarded a pen for Gabriel's handball _ CBS Sports Golazo Network_20ea6ef111_92a608ba8a_f00000106_manual/frames,41,59.94005994005994,106,,0
hb_6_ Portugal vs (4). Uruguay Highlights _ 2022 FIFA World Cup_de589ccd0b_fb611ef96e_f00000035,primary,1,native,hb_6_ Portugal vs (4). Uruguay Highlights _ 2022 FIFA World Cup_de589ccd0b.mp4,native::hb_6_ Portugal vs (4). Uruguay Highlights _ 2022 FIFA World Cup_de589ccd0b.mp4,,dataset/handball/hb_6_ Portugal vs (4). Uruguay Highlights _ 2022 FIFA World Cup_de589ccd0b_fb611ef96e_f00000035/frames,41,29.97002997002997,35,,1
hb_6_ Portugal vs (4). Uruguay Highlights _ 2022 FIFA World Cup_de589ccd0b_fb611ef96e_f00000165,primary,1,native,hb_6_ Portugal vs (4). Uruguay Highlights _ 2022 FIFA World Cup_de589ccd0b.mp4,native::hb_6_ Portugal vs (4). Uruguay Highlights _ 2022 FIFA World Cup_de589ccd0b.mp4,,dataset/handball/hb_6_ Portugal vs (4). Uruguay Highlights _ 2022 FIFA World Cup_de589ccd0b_fb611ef96e_f00000165/frames,41,29.97002997002997,165,,1
hb_70_ Carlos Vela Offside in LA_ Did RSL Commit a Handball in Seattle__8522864947_a8143eec12_f00000470,primary,1,native,hb_70_ Carlos Vela Offside in LA_ Did RSL Commit a Handball in Seattle__8522864947.mp4,native::hb_70_ Carlos Vela Offside in LA_ Did RSL Commit a Handball in Seattle__8522864947.mp4,,dataset/handball/hb_70_ Carlos Vela Offside in LA_ Did RSL Commit a Handball in Seattle__8522864947_a8143eec12_f00000470/frames,41,29.97002997002997,470,,4
hb_70_ Carlos Vela Offside in LA_ Did RSL Commit a Handball in Seattle__8522864947_a8143eec12_f00000618,primary,1,native,hb_70_ Carlos Vela Offside in LA_ Did RSL Commit a Handball in Seattle__8522864947.mp4,native::hb_70_ Carlos Vela Offside in LA_ Did RSL Commit a Handball in Seattle__8522864947.mp4,,dataset/handball/hb_70_ Carlos Vela Offside in LA_ Did RSL Commit a Handball in Seattle__8522864947_a8143eec12_f00000618/frames,41,29.97002997002997,618,,4
hb_73_ Brazil v Côte d'Ivoire _ 2010 FIFA World Cup _ Match Highlights_206ff95213_a30d941771_f00000553,primary,1,native,hb_73_ Brazil v Côte d'Ivoire _ 2010 FIFA World Cup _ Match Highlights_206ff95213.mp4,native::hb_73_ Brazil v Côte d'Ivoire _ 2010 FIFA World Cup _ Match Highlights_206ff95213.mp4,,dataset/handball/hb_73_ Brazil v Côte d'Ivoire _ 2010 FIFA World Cup _ Match Highlights_206ff95213_a30d941771_f00000553/frames,41,25.0,553,,3
hb_74_ Uruguay 1 - 3 Costa Rica copa del mundo 2014_bc145912c4_93d8fa48e7_f00000470,primary,1,native,hb_74_ Uruguay 1 - 3 Costa Rica copa del mundo 2014_bc145912c4.mp4,native::hb_74_ Uruguay 1 - 3 Costa Rica copa del mundo 2014_bc145912c4.mp4,,dataset/handball/hb_74_ Uruguay 1 - 3 Costa Rica copa del mundo 2014_bc145912c4_93d8fa48e7_f00000470/frames,41,60.0,470,,3
hb_75_ France v Australia _ 2018 FIFA World Cup _ Match Highlights_fb85f9a54e_571cb0fc39_f00000557,primary,1,native,hb_75_ France v Australia _ 2018 FIFA World Cup _ Match Highlights_fb85f9a54e.mp4,native::hb_75_ France v Australia _ 2018 FIFA World Cup _ Match Highlights_fb85f9a54e.mp4,,dataset/handball/hb_75_ France v Australia _ 2018 FIFA World Cup _ Match Highlights_fb85f9a54e_571cb0fc39_f00000557/frames,41,50.0,557,,2
hb_76_ France vs Germany 2X0 Euro 2016 Semi Final All Goals & Highlights_55f19dd6c9_8376f7ff42_f00000263,primary,1,native,hb_76_ France vs Germany 2X0 Euro 2016 Semi Final All Goals & Highlights_55f19dd6c9.mp4,native::hb_76_ France vs Germany 2X0 Euro 2016 Semi Final All Goals & Highlights_55f19dd6c9.mp4,,dataset/handball/hb_76_ France vs Germany 2X0 Euro 2016 Semi Final All Goals & Highlights_55f19dd6c9_8376f7ff42_f00000263/frames,41,30.0,263,,1
hb_77_ Denmark v Australia _ 2018 FIFA World Cup _ Match Highlights_39f250ca8b_3bf3784918_f00000724_manual,primary,1,native,hb_77_ Denmark v Australia _ 2018 FIFA World Cup _ Match Highlights_39f250ca8b.mp4,native::hb_77_ Denmark v Australia _ 2018 FIFA World Cup _ Match Highlights_39f250ca8b.mp4,,dataset/handball/hb_77_ Denmark v Australia _ 2018 FIFA World Cup _ Match Highlights_39f250ca8b_3bf3784918_f00000724_manual/frames,41,50.0,724,,1
hb_78_ Ghana v Australia _ 2010 FIFA World Cup _ Match Highlights_7bf6ba5510_55d807bd3a_f00000366,primary,1,native,hb_78_ Ghana v Australia _ 2010 FIFA World Cup _ Match Highlights_7bf6ba5510.mp4,native::hb_78_ Ghana v Australia _ 2010 FIFA World Cup _ Match Highlights_7bf6ba5510.mp4,,dataset/handball/hb_78_ Ghana v Australia _ 2010 FIFA World Cup _ Match Highlights_7bf6ba5510_55d807bd3a_f00000366/frames,41,25.0,366,,4
hb_79_ The Famed _Battle of Nuremberg_ _ Portugal vs Netherlands _ 2006 FIFA World Cup_9e97b2b11a_0b793d0f81_f00000638_manual,primary,1,native,hb_79_ The Famed _Battle of Nuremberg_ _ Portugal vs Netherlands _ 2006 FIFA World Cup_9e97b2b11a.mp4,native::hb_79_ The Famed _Battle of Nuremberg_ _ Portugal vs Netherlands _ 2006 FIFA World Cup_9e97b2b11a.mp4,,dataset/handball/hb_79_ The Famed _Battle of Nuremberg_ _ Portugal vs Netherlands _ 2006 FIFA World Cup_9e97b2b11a_0b793d0f81_f00000638_manual/frames,41,25.0,638,,1
hb_80_ Spain vs. Germany Highlights _ UEFA Euro 2024 _ Quarterfinals_698d447ead_acea1364e0_f00000540_manual,primary,1,native,hb_80_ Spain vs. Germany Highlights _ UEFA Euro 2024 _ Quarterfinals_698d447ead.mp4,native::hb_80_ Spain vs. Germany Highlights _ UEFA Euro 2024 _ Quarterfinals_698d447ead.mp4,,dataset/handball/hb_80_ Spain vs. Germany Highlights _ UEFA Euro 2024 _ Quarterfinals_698d447ead_acea1364e0_f00000540_manual/frames,41,29.97002997002997,540,,3
YTDown.com_YouTube_10-HANDBALL-GOALS-IN-FOOTBALL-HISTORY_Media_CHdcst_DEZM_001_720p_4604e10a58_71657d102d_f00005098,primary,0,native,YTDown.com_YouTube_10-HANDBALL-GOALS-IN-FOOTBALL-HISTORY_Media_CHdcst_DEZM_001_720p_4604e10a58.mp4,native::YTDown.com_YouTube_10-HANDBALL-GOALS-IN-FOOTBALL-HISTORY_Media_CHdcst_DEZM_001_720p_4604e10a58.mp4,,dataset/not_handball/YTDown.com_YouTube_10-HANDBALL-GOALS-IN-FOOTBALL-HISTORY_Media_CHdcst_DEZM_001_720p_4604e10a58_71657d102d_f00005098/frames,41,25.0,5098,,2
YTDown.com_YouTube_25-Manos-Mas-Famosas-Del-Futbol-25-Famou_Media_Wa7Phu0LpY4_001_1080p (1)_c57d10e006_0930f82c39_f00000310,primary,0,native,YTDown.com_YouTube_25-Manos-Mas-Famosas-Del-Futbol-25-Famou_Media_Wa7Phu0LpY4_001_1080p (1)_c57d10e006.mp4,native::YTDown.com_YouTube_25-Manos-Mas-Famosas-Del-Futbol-25-Famou_Media_Wa7Phu0LpY4_001_1080p (1)_c57d10e006.mp4,,dataset/not_handball/YTDown.com_YouTube_25-Manos-Mas-Famosas-Del-Futbol-25-Famou_Media_Wa7Phu0LpY4_001_1080p (1)_c57d10e006_0930f82c39_f00000310/frames,41,59.94005994005994,310,,0
YTDown.com_YouTube_25-Manos-Mas-Famosas-Del-Futbol-25-Famou_Media_Wa7Phu0LpY4_001_1080p (1)_c57d10e006_0930f82c39_f00000363,primary,0,native,YTDown.com_YouTube_25-Manos-Mas-Famosas-Del-Futbol-25-Famou_Media_Wa7Phu0LpY4_001_1080p (1)_c57d10e006.mp4,native::YTDown.com_YouTube_25-Manos-Mas-Famosas-Del-Futbol-25-Famou_Media_Wa7Phu0LpY4_001_1080p (1)_c57d10e006.mp4,,dataset/not_handball/YTDown.com_YouTube_25-Manos-Mas-Famosas-Del-Futbol-25-Famou_Media_Wa7Phu0LpY4_001_1080p (1)_c57d10e006_0930f82c39_f00000363/frames,41,59.94005994005994,363,,0
YTDown.com_YouTube_25-Manos-Mas-Famosas-Del-Futbol-25-Famou_Media_Wa7Phu0LpY4_001_1080p (1)_c57d10e006_0930f82c39_f00005143,primary,0,native,YTDown.com_YouTube_25-Manos-Mas-Famosas-Del-Futbol-25-Famou_Media_Wa7Phu0LpY4_001_1080p (1)_c57d10e006.mp4,native::YTDown.com_YouTube_25-Manos-Mas-Famosas-Del-Futbol-25-Famou_Media_Wa7Phu0LpY4_001_1080p (1)_c57d10e006.mp4,,dataset/not_handball/YTDown.com_YouTube_25-Manos-Mas-Famosas-Del-Futbol-25-Famou_Media_Wa7Phu0LpY4_001_1080p (1)_c57d10e006_0930f82c39_f00005143/frames,41,59.94005994005994,5143,,0
YTDown.com_YouTube_25-Manos-Mas-Famosas-Del-Futbol-25-Famou_Media_Wa7Phu0LpY4_001_1080p (1)_c57d10e006_0930f82c39_f00008943,primary,0,native,YTDown.com_YouTube_25-Manos-Mas-Famosas-Del-Futbol-25-Famou_Media_Wa7Phu0LpY4_001_1080p (1)_c57d10e006.mp4,native::YTDown.com_YouTube_25-Manos-Mas-Famosas-Del-Futbol-25-Famou_Media_Wa7Phu0LpY4_001_1080p (1)_c57d10e006.mp4,,dataset/not_handball/YTDown.com_YouTube_25-Manos-Mas-Famosas-Del-Futbol-25-Famou_Media_Wa7Phu0LpY4_001_1080p (1)_c57d10e006_0930f82c39_f00008943/frames,41,59.94005994005994,8943,,0
YTDown.com_YouTube_25-Manos-Mas-Famosas-Del-Futbol-25-Famou_Media_Wa7Phu0LpY4_001_1080p (1)_c57d10e006_0930f82c39_f00008987,primary,0,native,YTDown.com_YouTube_25-Manos-Mas-Famosas-Del-Futbol-25-Famou_Media_Wa7Phu0LpY4_001_1080p (1)_c57d10e006.mp4,native::YTDown.com_YouTube_25-Manos-Mas-Famosas-Del-Futbol-25-Famou_Media_Wa7Phu0LpY4_001_1080p (1)_c57d10e006.mp4,,dataset/not_handball/YTDown.com_YouTube_25-Manos-Mas-Famosas-Del-Futbol-25-Famou_Media_Wa7Phu0LpY4_001_1080p (1)_c57d10e006_0930f82c39_f00008987/frames,41,59.94005994005994,8987,,0
YTDown.com_YouTube_25-Manos-Mas-Famosas-Del-Futbol-25-Famou_Media_Wa7Phu0LpY4_001_1080p (1)_c57d10e006_0930f82c39_f00009027,primary,0,native,YTDown.com_YouTube_25-Manos-Mas-Famosas-Del-Futbol-25-Famou_Media_Wa7Phu0LpY4_001_1080p (1)_c57d10e006.mp4,native::YTDown.com_YouTube_25-Manos-Mas-Famosas-Del-Futbol-25-Famou_Media_Wa7Phu0LpY4_001_1080p (1)_c57d10e006.mp4,,dataset/not_handball/YTDown.com_YouTube_25-Manos-Mas-Famosas-Del-Futbol-25-Famou_Media_Wa7Phu0LpY4_001_1080p (1)_c57d10e006_0930f82c39_f00009027/frames,41,59.94005994005994,9027,,0
YTDown.com_YouTube_25-Manos-Mas-Famosas-Del-Futbol-25-Famou_Media_Wa7Phu0LpY4_001_1080p (1)_c57d10e006_0930f82c39_f00009102,primary,0,native,YTDown.com_YouTube_25-Manos-Mas-Famosas-Del-Futbol-25-Famou_Media_Wa7Phu0LpY4_001_1080p (1)_c57d10e006.mp4,native::YTDown.com_YouTube_25-Manos-Mas-Famosas-Del-Futbol-25-Famou_Media_Wa7Phu0LpY4_001_1080p (1)_c57d10e006.mp4,,dataset/not_handball/YTDown.com_YouTube_25-Manos-Mas-Famosas-Del-Futbol-25-Famou_Media_Wa7Phu0LpY4_001_1080p (1)_c57d10e006_0930f82c39_f00009102/frames,41,59.94005994005994,9102,,0
YTDown.com_YouTube_25-Manos-Mas-Famosas-Del-Futbol-25-Famou_Media_Wa7Phu0LpY4_001_1080p (1)_c57d10e006_0930f82c39_f00015526,primary,0,native,YTDown.com_YouTube_25-Manos-Mas-Famosas-Del-Futbol-25-Famou_Media_Wa7Phu0LpY4_001_1080p (1)_c57d10e006.mp4,native::YTDown.com_YouTube_25-Manos-Mas-Famosas-Del-Futbol-25-Famou_Media_Wa7Phu0LpY4_001_1080p (1)_c57d10e006.mp4,,dataset/not_handball/YTDown.com_YouTube_25-Manos-Mas-Famosas-Del-Futbol-25-Famou_Media_Wa7Phu0LpY4_001_1080p (1)_c57d10e006_0930f82c39_f00015526/frames,41,59.94005994005994,15526,,0
